aro_accession,aro_name,amr_gene_family,drug_class,mechanism,hierarchy_node
aac(6')-Ib4,aminoglycoside N-acetyltransferase AAC(6')-Ib4,nan,AMINOGLYCOSIDE|GENTAMICIN,n-acetyltransferase,aac(6')-Ib4
aac(6')-Ib',aminoglycoside N-acetyltransferase AAC(6')-Ib',aminoglycoside N-acetyltransferase AAC(6')-Ib',AMINOGLYCOSIDE|GENTAMICIN,n-acetyltransferase,aac(6')-Ib'
aac(6')-Ib-cr,fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr,fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr,AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN|AMINOGLYCOSIDE/QUINOLONE,n-acetyltransferase,aac(6')-Ib-cr
aac(6')-Ib-cr10,fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr10,nan,AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN|AMINOGLYCOSIDE/QUINOLONE,n-acetyltransferase,aac(6')-Ib-cr10
aac(6')-Ib-cr11,fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr11,nan,AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN|AMINOGLYCOSIDE/QUINOLONE,n-acetyltransferase,aac(6')-Ib-cr11
aac(6')-Ib-cr3,fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr3,nan,AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN|AMINOGLYCOSIDE/QUINOLONE,n-acetyltransferase,aac(6')-Ib-cr3
aac(6')-Ib-cr4,fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr4,nan,AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN|AMINOGLYCOSIDE/QUINOLONE,n-acetyltransferase,aac(6')-Ib-cr4
aac(6')-Ib-cr5,fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr5,nan,AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN|AMINOGLYCOSIDE/QUINOLONE,n-acetyltransferase,aac(6')-Ib-cr5
aac(6')-Ib-cr6,fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr6,nan,AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN|AMINOGLYCOSIDE/QUINOLONE,n-acetyltransferase,aac(6')-Ib-cr6
aac(6')-Ib-cr7,fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr7,nan,AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN|AMINOGLYCOSIDE/QUINOLONE,n-acetyltransferase,aac(6')-Ib-cr7
aac(6')-Ib-cr8,fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr8,nan,AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN|AMINOGLYCOSIDE/QUINOLONE,n-acetyltransferase,aac(6')-Ib-cr8
aac(6')-Ib-cr9,fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr9,nan,AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN|AMINOGLYCOSIDE/QUINOLONE,n-acetyltransferase,aac(6')-Ib-cr9
aac(6')-Ib11,aminoglycoside N-acetyltransferase AAC(6')-Ib11,aminoglycoside N-acetyltransferase AAC(6')-Ib11,AMIKACIN/GENTAMICIN/KANAMYCIN/TOBRAMYCIN|AMINOGLYCOSIDE,n-acetyltransferase,aac(6')-Ib11
aac(6')-Id,aminoglycoside N-acetyltransferase AAC(6')-Id,aminoglycoside N-acetyltransferase AAC(6')-Id,AMINOGLYCOSIDE,n-acetyltransferase,aac(6')-Id
"aac(6')-Ie_fam,aph(2'')",bifunctional AAC(6')-Ie family aminoglycoside N-acetyltransferase/APH(2'') family aminoglycoside O-phosphotransferase,nan,AMIKACIN/GENTAMICIN/KANAMYCIN/TOBRAMYCIN|AMINOGLYCOSIDE,NA,"aac(6')-Ie_fam,aph(2'')"
"aac(6')-Ie,aph(2'')-Ia",bifunctional aminoglycoside N-acetyltransferase AAC(6')-Ie/aminoglycoside O-phosphotransferase APH(2'')-Ia,nan,AMIKACIN/GENTAMICIN/KANAMYCIN/TOBRAMYCIN|AMINOGLYCOSIDE,NA,"aac(6')-Ie,aph(2'')-Ia"
"aac(6')-Ie2,aph(2'')-If2",bifunctional aminoglycoside N-acetyltransferase AAC(6')-Ie2/aminoglycoside O-phosphotransferase APH(2'')-If2,nan,AMIKACIN/GENTAMICIN/KANAMYCIN/TOBRAMYCIN|AMINOGLYCOSIDE,NA,"aac(6')-Ie2,aph(2'')-If2"
aac(6')-If,aminoglycoside N-acetyltransferase AAC(6')-If,aminoglycoside N-acetyltransferase AAC(6')-If,AMIKACIN/KANAMYCIN/TOBRAMYCIN|AMINOGLYCOSIDE,n-acetyltransferase,aac(6')-If
aac(6')-Il,aminoglycoside N-acetyltransferase AAC(6')-Il,aminoglycoside N-acetyltransferase AAC(6')-Il,AMIKACIN/KANAMYCIN/TOBRAMYCIN|AMINOGLYCOSIDE,n-acetyltransferase,aac(6')-Il
aac(6')-Il,aminoglycoside N-acetyltransferase AAC(6')-Il,aminoglycoside N-acetyltransferase AAC(6')-Il,AMINOGLYCOSIDE,n-acetyltransferase,aac(6')-Il
aac(6')-Im,aminoglycoside N-acetyltransferase AAC(6')-Im,aminoglycoside N-acetyltransferase AAC(6')-Im,AMIKACIN/KANAMYCIN/TOBRAMYCIN|AMINOGLYCOSIDE,n-acetyltransferase,aac(6')-Im
aac(6')-Im,aminoglycoside N-acetyltransferase AAC(6')-Im,aminoglycoside N-acetyltransferase AAC(6')-Im,AMINOGLYCOSIDE,n-acetyltransferase,aac(6')-Im
aac(6')-Ip,aminoglycoside 6'-N-acetyltransferase AAC(6')-Ip,aminoglycoside 6'-N-acetyltransferase AAC(6')-Ip,AMINOGLYCOSIDE,n-acetyltransferase,aac(6')-Ip
aac(6')-Iq,aminoglycoside 6'-N-acetyltransferase AAC(6')-Iq,aminoglycoside 6'-N-acetyltransferase AAC(6')-Iq,AMIKACIN/KANAMYCIN/TOBRAMYCIN|AMINOGLYCOSIDE,n-acetyltransferase,aac(6')-Iq
aac(6')-Iz,aminoglycoside N-acetyltransferase AAC(6')-Iz,aminoglycoside N-acetyltransferase AAC(6')-Iz,AMINOGLYCOSIDE,n-acetyltransferase,aac(6')-Iz
aac(6')-Iz,aminoglycoside N-acetyltransferase AAC(6')-Iz,aminoglycoside N-acetyltransferase AAC(6')-Iz,AMINOGLYCOSIDE|TOBRAMYCIN,n-acetyltransferase,aac(6')-Iz
aac(6')-sk,aminoglycoside 6'-N-acetyltransferase,aminoglycoside 6'-N-acetyltransferase,AMINOGLYCOSIDE,n-acetyltransferase,aac(6')-sk
aacA10,AAC(6')-I family aminoglycoside 6'-N-acetyltransferase,AAC(6')-I family aminoglycoside 6'-N-acetyltransferase,AMIKACIN/KANAMYCIN/TOBRAMYCIN|AMINOGLYCOSIDE,n-acetyltransferase,aacA10
aacA32,aminoglycoside 6'-N-acetyltransferase,aminoglycoside 6'-N-acetyltransferase,AMINOGLYCOSIDE,n-acetyltransferase,aacA32
aacA34,aminoglycoside 6'-N-acetyltransferase AacA34,aminoglycoside 6'-N-acetyltransferase AacA34,AMINOGLYCOSIDE|KANAMYCIN/TOBRAMYCIN,n-acetyltransferase,aacA34
aacA37,aminoglycoside 6'-N-acetyltransferase AacA37,aminoglycoside 6'-N-acetyltransferase AacA37,AMINOGLYCOSIDE,n-acetyltransferase,aacA37
aacA38,aminoglycoside 6'-N-acetyltransferase AacA38,aminoglycoside 6'-N-acetyltransferase AacA38,AMINOGLYCOSIDE,n-acetyltransferase,aacA38
aacA40,aminoglycoside 6'-N-acetyltransferase AacA40,aminoglycoside 6'-N-acetyltransferase AacA40,AMINOGLYCOSIDE,n-acetyltransferase,aacA40
aacA43,AAC(6')-Ia family aminoglycoside 6'-N-acetyltransferase AacA43,AAC(6')-Ia family aminoglycoside 6'-N-acetyltransferase AacA43,AMINOGLYCOSIDE,n-acetyltransferase,aacA43
aacA43,AAC(6')-Ia family aminoglycoside 6'-N-acetyltransferase AacA43,AAC(6')-Ia family aminoglycoside 6'-N-acetyltransferase AacA43,AMINOGLYCOSIDE|KANAMYCIN/TOBRAMYCIN,n-acetyltransferase,aacA43
aac(6')-Iag,aminoglycoside 6'-N-acetyltransferase AAC(6')-Iag,aminoglycoside 6'-N-acetyltransferase AAC(6')-Iag,AMIKACIN/KANAMYCIN/TOBRAMYCIN|AMINOGLYCOSIDE,n-acetyltransferase,aac(6')-Iag
aacA49,AAC(6')-Ia family aminoglycoside 6'-N-acetyltransferase AacA49,AAC(6')-Ia family aminoglycoside 6'-N-acetyltransferase AacA49,AMINOGLYCOSIDE,n-acetyltransferase,aacA49
aacA57-2,aminoglycoside N-acetyltransferase AAC(6')-Ian,aminoglycoside N-acetyltransferase AAC(6')-Ian,AMIKACIN/KANAMYCIN/TOBRAMYCIN|AMINOGLYCOSIDE,n-acetyltransferase,aacA57-2
aacA8,aminoglycoside 6'-N-acetyltransferase AacA8,aminoglycoside 6'-N-acetyltransferase AacA8,AMINOGLYCOSIDE,n-acetyltransferase,aacA8
aad9,ANT(9) family aminoglycoside nucleotidyltransferase,ANT(9) family aminoglycoside nucleotidyltransferase,AMINOGLYCOSIDE,aminoglycoside nucleotidyltransferase,aad9
aadA1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,AMINOGLYCOSIDE|STREPTOMYCIN,nucleotidyltransferase aada1,aadA1
aadA10,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA10,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA10,AMINOGLYCOSIDE|STREPTOMYCIN,nucleotidyltransferase aada10,aadA10
aadA11,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA11,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA11,AMINOGLYCOSIDE|STREPTOMYCIN,nucleotidyltransferase aada11,aadA11
aadA12,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA12,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA12,AMINOGLYCOSIDE|STREPTOMYCIN,nucleotidyltransferase aada12,aadA12
aadA13,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA13,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA13,AMINOGLYCOSIDE|STREPTOMYCIN,nucleotidyltransferase aada13,aadA13
aadA15,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA15,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA15,AMINOGLYCOSIDE|STREPTOMYCIN,nucleotidyltransferase aada15,aadA15
aadA16,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA16,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA16,AMINOGLYCOSIDE|STREPTOMYCIN,nucleotidyltransferase aada16,aadA16
aadA1bt,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1bt,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1bt,AMINOGLYCOSIDE|STREPTOMYCIN,nucleotidyltransferase aada1bt,aadA1bt
aadA2,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2,AMINOGLYCOSIDE|STREPTOMYCIN,nucleotidyltransferase aada2,aadA2
aadA21,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA21,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA21,AMINOGLYCOSIDE|STREPTOMYCIN,nucleotidyltransferase aada21,aadA21
aadA22,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA22,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA22,AMINOGLYCOSIDE|STREPTOMYCIN,nucleotidyltransferase aada22,aadA22
aadA25,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA25,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA25,AMINOGLYCOSIDE|STREPTOMYCIN,nucleotidyltransferase aada25,aadA25
aadA27,ANT(3'')-II family aminoglycoside nucleotidyltransferase AadA27,ANT(3'')-II family aminoglycoside nucleotidyltransferase AadA27,AMINOGLYCOSIDE|SPECTINOMYCIN/STREPTOMYCIN,nucleotidyltransferase aada27,aadA27
aadA3,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA3,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA3,AMINOGLYCOSIDE|STREPTOMYCIN,nucleotidyltransferase aada3,aadA3
aadA31,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA31,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA31,AMINOGLYCOSIDE|STREPTOMYCIN,nucleotidyltransferase aada31,aadA31
aadA33,ANT(3'')-I family aminoglycoside nucleotidyltransferase AadA33,ANT(3'')-I family aminoglycoside nucleotidyltransferase AadA33,AMINOGLYCOSIDE|SPECTINOMYCIN/STREPTOMYCIN,nucleotidyltransferase aada33,aadA33
aadA36,ANT(3'')-I family aminoglycoside nucleotidyltransferase AadA36,ANT(3'')-I family aminoglycoside nucleotidyltransferase AadA36,AMINOGLYCOSIDE|SPECTINOMYCIN/STREPTOMYCIN,nucleotidyltransferase aada36,aadA36
aadA37,ANT(3'')-I family aminoglycoside nucleotidyltransferase AadA37,ANT(3'')-I family aminoglycoside nucleotidyltransferase AadA37,AMINOGLYCOSIDE|SPECTINOMYCIN/STREPTOMYCIN,nucleotidyltransferase aada37,aadA37
aadA4,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA4,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA4,AMINOGLYCOSIDE|STREPTOMYCIN,nucleotidyltransferase aada4,aadA4
aadA5,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA5,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA5,AMINOGLYCOSIDE|STREPTOMYCIN,nucleotidyltransferase aada5,aadA5
aadA6,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA6,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA6,AMINOGLYCOSIDE|STREPTOMYCIN,nucleotidyltransferase aada6,aadA6
aadA7,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA7,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA7,AMINOGLYCOSIDE|STREPTOMYCIN,nucleotidyltransferase aada7,aadA7
aadA8,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA8,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA8,AMINOGLYCOSIDE|STREPTOMYCIN,nucleotidyltransferase aada8,aadA8
aadA9,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA9,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA9,AMINOGLYCOSIDE|STREPTOMYCIN,nucleotidyltransferase aada9,aadA9
ant(4')-Ia,aminoglycoside O-nucleotidyltransferase ANT(4')-Ia,aminoglycoside O-nucleotidyltransferase ANT(4')-Ia,AMINOGLYCOSIDE|KANAMYCIN/TOBRAMYCIN,o-nucleotidyltransferase ant(4')-ia,ant(4')-Ia
ant(4')-Ib,aminoglycoside O-nucleotidyltransferase ANT(4')-Ib,aminoglycoside O-nucleotidyltransferase ANT(4')-Ib,AMIKACIN/KANAMYCIN/TOBRAMYCIN|AMINOGLYCOSIDE,o-nucleotidyltransferase ant(4')-ib,ant(4')-Ib
aadE,aminoglycoside 6-adenylyltransferase AadE,aminoglycoside 6-adenylyltransferase AadE,AMINOGLYCOSIDE|STREPTOMYCIN,adenylyltransferase,aadE
ant(6)-Ig,aminoglycoside nucleotidyltransferase ANT(6)-Ig,aminoglycoside nucleotidyltransferase ANT(6)-Ig,AMINOGLYCOSIDE|STREPTOMYCIN,nucleotidyltransferase ant(6)-ig,ant(6)-Ig
aadK,aminoglycoside 6-adenylyltransferase AadK,aminoglycoside 6-adenylyltransferase AadK,AMINOGLYCOSIDE|STREPTOMYCIN,adenylyltransferase,aadK
aadS,aminoglycoside 6-adenylyltransferase AadS,aminoglycoside 6-adenylyltransferase AadS,AMINOGLYCOSIDE|STREPTOMYCIN,adenylyltransferase,aadS
aafA,aggregative adherence fimbria II major subunit AafA,aggregative adherence fimbria II major subunit AafA,NA,subunit aafa,aafA
aafB,aggregative adherence fimbria II minor subunit AafB,aggregative adherence fimbria II minor subunit AafB,NA,subunit aafb,aafB
aafC,aggregative adherence fimbria II usher protein AafC,aggregative adherence fimbria II usher protein AafC,NA,protein aafc,aafC
aafD,aggregative adherence fimbria II chaperone AafD,aggregative adherence fimbria II chaperone AafD,NA,chaperone aafd,aafD
aaiC,type VI secretion system protein AaiC/Hcp2,type VI secretion system protein AaiC/Hcp2,NA,protein aaic/hcp2,aaiC
aalE,CS23 fimbrial major subunit AalE,CS23 fimbrial major subunit AalE,NA,subunit aale,aalE
aap,dispersin Aap,dispersin Aap,NA,dispersin aap,aap
aar,AggR-activated transcriptional regulator Aar,AggR-activated transcriptional regulator Aar,NA,regulator aar,aar
aatA,dispersin export ABC transporter outer membrane protein AatA,dispersin export ABC transporter outer membrane protein AatA,NA,protein aata,aatA
abaF,fosfomycin efflux MFS transporter AbaF,fosfomycin efflux MFS transporter AbaF,FOSFOMYCIN,efflux,abaF
acr3,arsenite efflux transporter Acr3,arsenite efflux transporter Acr3,ARSENIC|ARSENITE,efflux transporter,acr3
acrF,multidrug efflux RND transporter permease subunit AcrF,multidrug efflux RND transporter permease subunit AcrF,EFFLUX,efflux,acrF
adeC,multidrug efflux RND transporter AdeABC outer membrane channel subunit AdeC,multidrug efflux RND transporter AdeABC outer membrane channel subunit AdeC,EFFLUX,efflux,adeC
adeD,multidrug efflux RND transporter periplasmic adaptor subunit AdeD,multidrug efflux RND transporter periplasmic adaptor subunit AdeD,EFFLUX,efflux,adeD
adeE,multidrug efflux RND transporter permease subunit AdeE,multidrug efflux RND transporter permease subunit AdeE,EFFLUX,efflux,adeE
afaC,AfaC-I/III family usher protein,AfaC-I/III family usher protein,NA,usher protein,afaC
agg3A,aggregative adherence fimbria 3 major subunit Agg3A,aggregative adherence fimbria 3 major subunit Agg3A,NA,subunit agg3a,agg3A
agg3B,aggregative adherence fimbria 3 minor subunit Agg3B,aggregative adherence fimbria 3 minor subunit Agg3B,NA,subunit agg3b,agg3B
agg3C,aggregative adherence fimbria 3 usher protein Agg3C,aggregative adherence fimbria 3 usher protein Agg3C,NA,protein agg3c,agg3C
agg3D,aggregative adherence fimbria 3 chaperone Agg3D,aggregative adherence fimbria 3 chaperone Agg3D,NA,chaperone agg3d,agg3D
agg4A,aggregative adherence fimbria 4 major subunit Agg4A/HdaA,aggregative adherence fimbria 4 major subunit Agg4A/HdaA,NA,subunit agg4a/hdaa,agg4A
agg4D,aggregative adherence fimbria 4 chaperone Agg4D/HdaD,aggregative adherence fimbria 4 chaperone Agg4D/HdaD,NA,chaperone agg4d/hdad,agg4D
agg5A,aggregative adherence fimbria V major subunit Agg5A,aggregative adherence fimbria V major subunit Agg5A,NA,subunit agg5a,agg5A
aggA,aggregative adherence fimbria I major subunit AggA,aggregative adherence fimbria I major subunit AggA,NA,subunit agga,aggA
aggB,aggregative adherence fimbria I minor subunit AggB,aggregative adherence fimbria I minor subunit AggB,NA,subunit aggb,aggB
aggC,aggregative adherence fimbria I usher protein AggC,aggregative adherence fimbria I usher protein AggC,NA,protein aggc,aggC
aggD,aggregative adherence fimbria I chaperone AggD,aggregative adherence fimbria I chaperone AggD,NA,chaperone aggd,aggD
aggR,aggregative adherence transcriptional regulator AggR,aggregative adherence transcriptional regulator AggR,NA,regulator aggr,aggR
ail,attachment invasion locus protein Ail,attachment invasion locus protein Ail,NA,protein ail,ail
air,inverse autotransporter adhesin EaeX/Air,inverse autotransporter adhesin EaeX/Air,NA,adhesin eaex/air,air
almE,lipid A modification system glycine--protein ligase AlmE,lipid A modification system glycine--protein ligase AlmE,COLISTIN,ligase alme,almE
almF,lipid A modification system glycine carrier protein AlmF,lipid A modification system glycine carrier protein AlmF,COLISTIN,protein almf,almF
almG,glycine--lipid A transferase AlmG,glycine--lipid A transferase AlmG,COLISTIN,transferase almg,almG
alo,anthrolysin O/cereolysin O family cholesterol-dependent cytolysin Alo,anthrolysin O/cereolysin O family cholesterol-dependent cytolysin Alo,NA,cytolysin alo,alo
ami,autolysin Ami,autolysin Ami,NA,autolysin ami,ami
bla-C,class C beta-lactamase,class C beta-lactamase,BETA-LACTAM,beta-lactamase,bla-C
ampC_Yent,class C beta-lactamase,class C beta-lactamase,BETA-LACTAM,beta-lactamase,ampC_Yent
ampC_Asob,FOX/MOX family cephalosporin-hydrolyzing class C beta-lactamase,FOX/MOX family cephalosporin-hydrolyzing class C beta-lactamase,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,ampC_Asob
ampC_Ecan,CMY2-MIR-ACT-EC family cephalosporin-hydrolyzing class C beta-lactamase,CMY2-MIR-ACT-EC family cephalosporin-hydrolyzing class C beta-lactamase,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,ampC_Ecan
ampC_Kaer-1,extended-spectrum class C beta-lactamase AmpC-Kaer-1,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,ampC_Kaer-1
ampC_Kaer-2,cefepime-hydrolyzing class C beta-lactamase AmpC-Kaer-2,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,ampC_Kaer-2
ampC_Sliq-1,cephalosporin-hydrolyzing class C beta-lactamase,cephalosporin-hydrolyzing class C beta-lactamase,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,ampC_Sliq-1
amvA,multidrug efflux MFS transporter AmvA,multidrug efflux MFS transporter AmvA,EFFLUX,efflux,amvA
ant(2'')-Ia,aminoglycoside nucleotidyltransferase ANT(2'')-Ia,aminoglycoside nucleotidyltransferase ANT(2'')-Ia,AMINOGLYCOSIDE|GENTAMICIN/KANAMYCIN/TOBRAMYCIN,nucleotidyltransferase ant(2'')-ia,ant(2'')-Ia
ant(3'')-IIa,aminoglycoside nucleotidyltransferase ANT(3'')-IIa,aminoglycoside nucleotidyltransferase ANT(3'')-IIa,AMINOGLYCOSIDE|SPECTINOMYCIN/STREPTOMYCIN,nucleotidyltransferase ant(3'')-iia,ant(3'')-IIa
ant(3'')-IIb,aminoglycoside nucleotidyltransferase ANT(3'')-IIb,aminoglycoside nucleotidyltransferase ANT(3'')-IIb,AMINOGLYCOSIDE|SPECTINOMYCIN/STREPTOMYCIN,nucleotidyltransferase ant(3'')-iib,ant(3'')-IIb
ant(3'')-IIc,aminoglycoside nucleotidyltransferase ANT(3'')-IIc,aminoglycoside nucleotidyltransferase ANT(3'')-IIc,AMINOGLYCOSIDE|SPECTINOMYCIN/STREPTOMYCIN,nucleotidyltransferase ant(3'')-iic,ant(3'')-IIc
ant(3'')-Ia,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA,AMINOGLYCOSIDE|SPECTINOMYCIN/STREPTOMYCIN,nucleotidyltransferase aada,ant(3'')-Ia
aadA14,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA14,nan,AMINOGLYCOSIDE|SPECTINOMYCIN/STREPTOMYCIN,nucleotidyltransferase aada14,aadA14
aadA17,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA17,nan,AMINOGLYCOSIDE|SPECTINOMYCIN/STREPTOMYCIN,nucleotidyltransferase aada17,aadA17
ant(3'')-Ib,aminoglycoside nucleotidyltransferase ANT(3'')-Ib,aminoglycoside nucleotidyltransferase ANT(3'')-Ib,AMINOGLYCOSIDE|SPECTINOMYCIN/STREPTOMYCIN,nucleotidyltransferase ant(3'')-ib,ant(3'')-Ib
"ant(3'')-Ih,aac(6')-IId",bifunctional aminoglycoside nucleotidyltransferase ANT(3'')-Ih/aminoglycoside N-acetyltransferase AAC(6')-Iid,nan,AMINOGLYCOSIDE|AMINOGLYCOSIDE/SPECTINOMYCIN/STREPTOMYCIN,NA,"ant(3'')-Ih,aac(6')-IId"
"ant(3'')-Ij,aac(6')-IIa",bifunctional aminoglycoside nucleotidyltransferase ANT(3'')-Ia/aminoglycoside N-acetyltransferase AAC(6')-IIa,nan,AMINOGLYCOSIDE|GENTAMICIN/KANAMYCIN/SPECTINOMYCIN/STREPTOMYCIN/TOBRAMYCIN,NA,"ant(3'')-Ij,aac(6')-IIa"
"ant(3'')-Ij,aac(6')-Ib-G",bifunctional aminoglycoside nucleotidyltransferase ANT(3'')-Ij/aminoglycoside N-acetyltransferase AAC(6')-Ib,nan,AMINOGLYCOSIDE|GENTAMICIN/SPECTINOMYCIN/STREPTOMYCIN,NA,"ant(3'')-Ij,aac(6')-Ib-G"
ant(4')-IIa,aminoglycoside nucleotidyltransferase ANT(4')-IIa,aminoglycoside nucleotidyltransferase ANT(4')-IIa,AMIKACIN/KANAMYCIN/TOBRAMYCIN|AMINOGLYCOSIDE,nucleotidyltransferase ant(4')-iia,ant(4')-IIa
ant(4')-IIb,aminoglycoside nucleotidyltransferase ANT(4')-IIb,aminoglycoside nucleotidyltransferase ANT(4')-IIb,AMIKACIN/KANAMYCIN/TOBRAMYCIN|AMINOGLYCOSIDE,nucleotidyltransferase ant(4')-iib,ant(4')-IIb
ant(4')-Ic,aminoglycoside O-nucleotidyltransferase ANT(4')-Ic,aminoglycoside O-nucleotidyltransferase ANT(4')-Ic,AMINOGLYCOSIDE|KANAMYCIN/TOBRAMYCIN,o-nucleotidyltransferase ant(4')-ic,ant(4')-Ic
ant(6)-Ia,aminoglycoside nucleotidyltransferase ANT(6)-Ia,aminoglycoside nucleotidyltransferase ANT(6)-Ia,AMINOGLYCOSIDE|STREPTOMYCIN,nucleotidyltransferase ant(6)-ia,ant(6)-Ia
ant(6)-Ib,aminoglycoside nucleotidyltransferase ANT(6)-Ib,aminoglycoside nucleotidyltransferase ANT(6)-Ib,AMINOGLYCOSIDE|STREPTOMYCIN,nucleotidyltransferase ant(6)-ib,ant(6)-Ib
ant(6)-Ic,aminoglycoside nucleotidyltransferase ANT(6)-Ic,aminoglycoside nucleotidyltransferase ANT(6)-Ic,AMINOGLYCOSIDE|STREPTOMYCIN,nucleotidyltransferase ant(6)-ic,ant(6)-Ic
ant(9)-Ia,aminoglycoside nucleotidyltransferase ANT(9)-Ia,aminoglycoside nucleotidyltransferase ANT(9)-Ia,AMINOGLYCOSIDE|SPECTINOMYCIN,nucleotidyltransferase ant(9)-ia,ant(9)-Ia
ant(9)-Ib,aminoglycoside nucleotidyltransferase ANT(9)-Ib,aminoglycoside nucleotidyltransferase ANT(9)-Ib,AMINOGLYCOSIDE|SPECTINOMYCIN,nucleotidyltransferase ant(9)-ib,ant(9)-Ib
ant(9)-Ic,aminoglycoside nucleotidyltransferase ANT(9)-Ic,aminoglycoside nucleotidyltransferase ANT(9)-Ic,AMINOGLYCOSIDE|SPECTINOMYCIN,nucleotidyltransferase ant(9)-ic,ant(9)-Ic
aph(2'')-G141,aminoglycoside O-phosphotransferase APH(2')-G141,aminoglycoside O-phosphotransferase APH(2')-G141,AMINOGLYCOSIDE|GENTAMICIN/KANAMYCIN/TOBRAMYCIN,phosphotransferase,aph(2'')-G141
